* Définir un processus.	Un processus est un ensemble de tâches et d’activités reliées entre elles en une chaîne cohérente et dont le but est d’atteindre un résultat donné (produit ou service) qui va permettre la satisfaction du client.
** Nommer les trois étapes qui composent un processus. Expliquer chacune d’elle.	Un processus se décompose en 3 étapes : l’événement (les ressources entrantes), l’opération (l’exploitation de ces ressources, transformation) et le résultat (élément sortant).
* Distinguer le progiciel du logiciel.	Un progiciel est un logiciel qui intègre différentes composantes fonctionnelles de l’organisation tandis qu’un logiciel n’a qu’une seule fonctionnalité.
* Expliquer et justifier si les outils d’aide à la prise de décision sont utiles pour prendre des décisions programmables.	OUI, ces outils peuvent servir pour les décisions programmables car elles sont répétitives et routinières. Il est alors possible de réaliser des algorithmes informatiques pour les prendre.
* Définir le risque organisationnel.	C’est une menace, un effet négatif ou un problème qui peut se produire suite à un événement, une action ou une inaction dans une entreprise ou une organisation.
** Proposer trois solutions à apporter aux malveillances humaines.	Définition des actions de sécurisation (logiciels antivirus, anti-spyware, pare-feu, DMZ), gestion des droits d’accès, identification du degré de sensibilité des données.
** Définir le concept d’urbanisation du système d’information.	C’est un processus qui consiste à découper le SI en modules autonomes, de taille de plus en plus petite. Ce concept s’appuie sur le principe du découpage d’une ville en arrondissements, quartiers, îlots, rues.
* Une entreprise ne peut pas mener de front une stratégie de spécialisation et une stratégie de diversification. Vrai ou faux ?	Vrai, ce sont 2 stratégies qui s’opposent.
*** La société Alpha a développé des partenariats avec l’Université, des centres de recherches, d’autres entreprises. Identifier la structure organisationnelle adoptée par Alpha. 	Une entreprise réseau.
** Identifier les finalités d’une entreprise qui choisit d’assurer le bien-être de ses salariés tout en assurant un maximum de bénéfices.	Cette entreprise a une finalité financière, économique et sociale.
** Définir le concept de finalité et présenter ses différentes formes.	 Finalité = raison d’être de l’organisation. Différentes formes : financière, économique, sociale et environnementale. + Explications
* Déterminer si le savoir-faire de l’organisation correspond à son métier ou sa compétence.	Son métier
* Nommer l’outil permettant à l’entreprise de visualiser la répartition de son personnel par âge et par sexe.	 La pyramide des âges.
** Identifier et justifier la forme de la pyramide des âges la plus recherchée par l’entreprise.	La pyramide en ballon de rugby car l’entreprise dispose alors d’un nombre important de salariés expérimentés (entre 30 et 45 ans).
** Définir une compétence distinctive.	Une compétence est distinctive si elle permet à l’entreprise d’accéder à un marché spécifique grâce à un produit qui crée de la valeur pour le client et qui est difficilement imitable par les concurrents.
** Citer trois outils permettant de gérer les connaissances au sein de l’entreprise.	Intranet, GED, entrepôt de données, BDD, mail, wiki FAQ, liste de diffusion, agenda partagés, forum, chat, visioconférence,…
** Définir la stratégie.	 C’est l’art de diriger et de coordonner des actions pour atteindre un objectif.
** Vrai ou Faux : La spécialisation peut rendre l’entreprise vulnérable aux évolutions du marché. Expliquer. 	Vrai car l’entreprise est dépendantes des clients qui achètent son unique gamme de produit. Si la clientèle se détourne, l’avenir de l’entreprise est compromis.
** Citer le nom d’une stratégie globale.	Il peut s’agir d’une stratégie de spécialisation, de diversification, d’intégration ou d’externalisation.
** Citer deux formes différentes de diversification.	Il faut citer la diversification verticale, la diversification horizontale, la diversification concentrique ou la diversification conglomérale.
*** Une entreprise peut développer des stratégies d’intégration. Lesquelles ? (Expliquer).	Elle peut racheter son fournisseur pour maîtriser ses approvisionnements (intégration verticale amont) ou un de ses clients pour maîtriser ses débouchés (intégration verticale aval) ou ses concurrents pour dominer le marché (intégration horizontale).
*** Expliquer ce qu’est une stratégie de différenciation.	La stratégie de différenciation consiste à mettre en œuvre des moyens autres que le prix, pour distinguer l’offre de l’entreprise de celle de ses concurrents : emballage, SAV, sourire du vendeur, technologie utilisée,…
*** Lister les éléments communs à toute structure organisationnelle.	Le sommet stratégique, la ligne hiérarchique, le centre opérationnel, la technostructure, le support logistique et l’idéologie. (tous les éléments sont attendus).
*** Selon Mintzberg, le choix de la structure organisationnelle dépend de trois critères. Lesquels ?	Le choix de la structure dépend : 1/ Du degré de spécialisation (division du travail), 2/ Du degré de centralisation du pouvoir, 3/ De la manière dont les activités sont coordonnées.
* Cette année, la direction attend une augmentation de 5% du chiffre d’affaires. Déterminer s’il s’agit de standardisation des procédés ou de standardisation des résultats.	Standardisation des résultats.
** Présenter la structure fonctionnelle.	C’est une structure dans laquelle l’entreprise est divisée par fonction et chaque fonction correspond à un service. Représentée par un organigramme, elle répond bien aux attentes des entreprises développant une seule activité.
** Présenter le concept d’entreprise réseau.	C’est un concept qui permet d’englober dans la stratégie de l’entreprise ses partenaires. L’entreprise tisse des liens avec eux au point de créer un réseau.
*** Proposer deux solutions permettant d’expliquer comment gérer au mieux les changements organisationnels.	En anticipant les risques, En montrant que le sommet hiérarchique est partie prenante de la décision, En informant les salariés, en les formants, en permettant aux salariés de participer à la réalisation du projet…
* Citer un outil permettant de représenter les processus de l’entreprise.	Un processus peut être représenté par un procédogramme, un logigramme ou une cartographie des processus.
** Proposer trois raisons expliquant pourquoi les entreprises choisissent d’installer un PGI plutôt que différents logiciels au sein de leurs services.	Un PGI permet la rationalisation du parc informatique, la mise à jour des données pour tous et en temps réel, la rationalisation des pratiques de travail, la réduction des coûts informatiques, une prise de décision plus rapide,…
** Préciser quels types d’outils d’aide à la décision il est possible d’utiliser lorsque les paramètres pour prendre une décision sont nombreux.	Il est alors possible de s’appuyer sur des outils informatiques appelés SIAD : Système d’information d’aide à la décision.
** Citer quatre risques physiques qui peuvent endommager le SI.	Incendie, explosion, dommages électriques, foudre, dégâts des eaux, vol par une personne extérieure à l’entreprise ou par un salarié, pannes des équipements informatiques, maladresse humaines (chute d’un ordinateur, mauvaise manipulation), …
*** Expliquer sur quels outils l’entreprise peut s’appuyer pour réussir l’alignement stratégique du système d’information sur sa stratégie.	Il est préconisé de s’appuyer sur un schéma directeur puis un plan d’action. Ces 2 outils vont permettre de réaliser les adaptations du SI indispensables à son alignement avec la stratégie de l’entreprise.
*** Justifier la politique d’urbanisation du système d’information de l’entreprise.	Pour simplifier le SI et le rendre plus réactif et flexible vis-à-vis des évolutions stratégiques de l’entreprise, tout en s’appuyant sur les opportunités technologiques du marché.
*** Indiquer le lien entre finalité, métier et objectifs de l’entreprise.	Les objectifs de l’entreprise lui permettent de développer son métier et donc d’atteindre sa finalité. Objectifs et métier sont donc au service de la finalité.
*** Sygma, vendeur de consoles de jeu, vient de lancer une nouvelle tablette sur le marché. Identifier la stratégie choisie par l’entreprise.	La stratégie de diversification.
** Distinguer métier et domaine d’activité stratégique.	Métier  = activité principale de l’entreprise. DAS = découpage des activités de l’entreprise en groupe homogène. DAS et métier se confondent dans les entreprises mono-activité.
* Nommer le document dans lequel l’entreprise matérialise ses finalités.	 Le projet d’entreprise.
** Ubisoft décide de la conception d’un nouveau jeu vidéo. Préciser la nature de la décision prise. (Justifier).	C’est une décision stratégique (prise par la direction, de long terme, importante et engageant l’entreprise à l’avenir).
* Identifier la forme de la pyramide des âges lorsque l’entreprise dispose d’un effectif jeune.	 Une pyramide en poire écrasée.
* Présenter l’outil de GRH permettant à l’entreprise de disposer d’un personnel adapté à ses besoins aussi bien en quantité qu’en qualité.	La GPEC, gestion prévisionnelle des emplois et des compétences.
* Expliquer pourquoi est-il utile que l’entreprise identifie ses compétences distinctives.	Pour obtenir ou maintenir un avantage concurrentiel sur le marché.
* Traduire en anglais l’expression « gestion des connaissances ».	Knowledge Management.
* Vrai ou Faux : Un DAS est un découpage de l’entreprise en activité homogène. 	VRAI
** Proposer une modélisation de la démarche stratégique et l’expliquer.	 La démarche stratégique a été modélisée par H Simon sous le modèle IMC : Intelligence (recherche du problème), Modélisation (recherche des solutions) et Choix.
** Citer le nom d’une stratégie de domaine.	Il peut s’agit d’une stratégie de domination par les coûts, de différenciation ou de focalisation.
** Nommer la stratégie qui consiste à se lancer dans une activité sans rapport avec le métier d’origine de l’entreprise.	La stratégie de diversification conglomérale.
*** Citer deux avantages et deux inconvénients de la stratégie d’intégration horizontale.	+ : diminution de la pression concurrentielle, économie d’échelle possible, concentration des ressources - : dépendance accrue à un marché, risque d’intervention des autorités de la concurrence, coût social de l’opération de rachat.
** Une stratégie de différenciation peut se décliner de deux manières différentes. Lesquelles ?	La stratégie de sophistication (différenciation par le haut- en faire un produit de luxe) et la stratégie d’épuration (différenciation par le bas- en simplifiant le produit).
*** Expliquer ce qu’est la technostructure dans la théorie de la structure organisationnelle de Mintzberg.	La technostructure est composée de l’ensemble des experts de l’entreprise (analystes, chercheurs, avocats, …) qui sont dans et à l’extérieur de l’entreprise et qui influence les décisions qu’elle prend.
* 2 ingénieurs échangent des informations pour améliorer une machine. Déterminer s’il s’agit de supervision directe, d’ajustement mutuel ou de standardisation des procédés.	Ajustement mutuel.
* L’informaticien a écrit un mode opératoire affiché au-dessus de l’imprimante. Déterminer s’il s’agit de standardisation des procédés ou de standardisation des résultats.	Standardisation des procédés.
** Présenter la structure divisionnelle.	Structure mise en place dans les entreprises développant plusieurs DAS. Chaque division correspond à un marché ou à un type de produit et peut fonctionner de manière autonome, même si elle doit rendre des comptes à la société mère.
*** Rappeler les spécificités d’une structure par projet.	C’est une structure temporaire, qui n’existe que le temps du projet. Les membres du projet ont temporairement 2 chefs : un chef hiérarchique et un chef de projet. Permet de faire émerger des idées nouvelles mais risque de problème de coordination du projet.
* Lister les différentes dimensions du SI.	Le SI a une dimension informationnelle, organisationnelle et technologique.
** Présenter trois spécificités du progiciel.	Un progiciel propose différentes fonctionnalités ; il s’appuie sur une seule base de données et des processus de travail standardisés.
** Citer un risque humain, un risque technique et un risque organisationnel, auxquels il faut penser lorsqu’une entreprise décide d’installer un PGI dans son organisation ?	Ex risque humain : résistance aux changements, Ex risque technique : changement des pratiques informatiques, gestion des interopérabilités et de la sécurisation des données, Ex risque organisationnel : risque de rigidifier la structure organisationnelle. Distinguer une base de données d’un entrepôt de données. Un entrepôt de données historise les données. Par conséquent, il n’écrase pas une donnée pour en créer une nouvelle lorsqu’une MAJ est nécessaire, il ajoute à la BDD.
* Distinguer un virus d’un vers.	Virus : programme qui s’installe ou s’exécute lorsque l’utilisateur effectue une action. Il peut effacer des données, détériorer le système d’exploitation,… Vers : virus qui se réplique de façon autonome.
*** Citer trois actions préventives à mettre en œuvre pour éviter la détérioration du matériel informatique.	Sécuriser les locaux (accès aux sites sensibles, dispositifs d’étanchéité de température, d’hygrométrie, d’extinction automatique), Réaliser un inventaire périodique des matériels, Archiver les données et les logiciels, Installer un onduleur, Prévoir des serveurs miroir, des serveurs redondants,…
* Le HTML est une norme. Vrai ou Faux ?	Faux, le HTML est un standard.
*** Michel vient de créer une start-up de conception de site web. Il a embauché quatre salariés. Choisir une structure organisationnelle adaptée à sa situation.	Faits : entreprise jeune, de petite taille. CCL : structure fonctionnelle, (structure) par projet admise.
*** B-Plus pense que pour être rentable, il faut qu’elle vende un maximum de logiciel de badgage à ses clients au prix le plus bas. Identifier la stratégie choisie par l’entreprise.	La stratégie de domination par les coûts.
** Citer les cinq étapes de la démarche stratégique.	1/ Réalisation du diagnostic internet et externe de l’entreprise 2/ Recherche des solutions 3/ Choix 4/ Mise en œuvre 5/ Contrôle et actions correctives. 
